ORDER|ID|UPDATE|STATUS|MOTIVE|INTEREST_RATE|AMOUNT|CAT|CP|DELIVERY_SCORE
7576,0|3007|41:06.8|REJECTED|INCOME|||||
7577,0|3008|00:00.0|NOT RESPOND||||||
7578,0|3009|00:00.0|NOT RESPOND||||||
7579,0|3011|47:01.8|RESPONSE||||||
7580,0|3011|22:00.8|RISK||||||
7581,0|3011|59:22.5|APPROVED|PLASTIC|32,0|7900,0|48,0||
7582,0|3011|50:53.9|DELIVERED|||||53100,0|2,0
7585,0|3012|39:46.6|RESPONSE||||||
7586,0|3012|09:39.7|RISK||||||
7587,0|3012|37:43.4|REJECTED|MOP|||||
7588,0|3013|28:44.0|RESPONSE||||||
7589,0|3013|58:31.1|RISK||||||
7590,0|3013|07:49.4|REJECTED|INCOME|||||
7591,0|3017|24:45.8|RESPONSE||||||
7592,0|3017|17:55.1|RISK||||||
7593,0|3017|53:35.5|APPROVED|DIGITAL|32,0|9600,0|35,0||
7595,0|3018|11:03.6|RESPONSE||||||
7596,0|3018|05:41.4|RISK||||||
7597,0|3018|23:10.1|APPROVED|DIGITAL|34,0|25200,0|36,0||
7603,0|3019|35:17.6|RESPONSE||||||
7604,0|3019|33:24.1|RISK||||||
7605,0|3019|37:32.5|APPROVED|PLASTIC|47,0|1800,0|43,0||
7606,0|3019|29:36.5|DELIVERED|||||11560,0|4,0
7608,0|3020|21:34.2|RESPONSE||||||
7609,0|3020|56:57.2|RISK||||||
7610,0|3020|14:53.7|APPROVED|PLASTIC|35,0|2300,0|42,0||
7611,0|3020|05:41.2|DELIVERED|||||11560,0|1,0
7614,0|3021|00:00.0|NOT RESPOND||||||
7615,0|3025|10:14.1|RESPONSE||||||
7616,0|3025|49:05.0|RISK||||||
7617,0|3025|53:07.8|APPROVED|PLASTIC|31,0|0,0|36,0||
7618,0|3025|50:21.7|DELIVERED|||||53100,0|0,0
7619,0|3026|22:43.7|RESPONSE||||||
7620,0|3026|16:34.0|RISK||||||
7621,0|3026|51:43.7|REJECTED|INCOME|||||
7622,0|3027|48:24.0|RESPONSE||||||
7623,0|3027|19:48.2|RISK||||||
7624,0|3027|18:55.4|APPROVED|DIGITAL|45,0|16700,0|44,0||
7625,0|3028|47:11.6|RESPONSE||||||
7626,0|3028|03:36.1|RISK||||||
7627,0|3028|33:07.5|APPROVED|PLASTIC|43,0|1000,0|42,0||
7628,0|3028|24:04.7|DELIVERED|||||44100,0|1,0
7631,0|3032|03:15.4|RESPONSE||||||
7632,0|3032|40:23.6|RISK||||||
7633,0|3032|01:41.6|REJECTED|EMPTY|||||
7634,0|3034|45:42.7|RESPONSE||||||
7635,0|3034|05:19.7|RISK||||||
7636,0|3034|59:33.7|APPROVED|PLASTIC|45,0|3900,0|42,0||
7637,0|3034|01:03.9|DELIVERED|||||53100,0|3,0
7641,0|3036|00:00.0|NOT RESPOND||||||
7642,0|3037|38:55.5|RESPONSE||||||
7643,0|3037|33:01.1|RISK||||||
7644,0|3037|26:14.4|REJECTED|USAGE|||||
7645,0|3038|41:22.3|RESPONSE||||||
7646,0|3038|46:01.9|RISK||||||
7647,0|3038|27:29.2|REJECTED|USAGE|||||
7648,0|3040|00:00.0|NOT RESPOND||||||
7649,0|3041|00:00.0|NOT RESPOND||||||
7650,0|3042|44:46.0|RESPONSE||||||
7651,0|3042|50:04.1|RISK||||||
7652,0|3042|22:55.7|APPROVED|PLASTIC|49,0|11300,0|48,0||
7653,0|3042|46:01.2|DELIVERED|||||53100,0|3,0
7657,0|3044|26:41.2|RESPONSE||||||
7658,0|3044|54:29.5|RISK||||||
7659,0|3044|48:14.9|APPROVED|PLASTIC|46,0|2900,0|39,0||
7660,0|3044|06:56.4|DELIVERED|||||64000,0|3,0
7663,0|3045|24:05.2|RESPONSE||||||
7664,0|3045|17:17.8|RISK||||||
7665,0|3045|31:28.1|APPROVED|PLASTIC|47,0|9700,0|43,0||
7666,0|3045|53:25.9|DELIVERED|||||44100,0|0,0
7672,0|3048|12:00.0|RESPONSE||||||
7673,0|3048|18:11.5|RISK||||||
7674,0|3048|08:31.1|REJECTED|USAGE|||||
7675,0|3049|00:00.0|NOT RESPOND||||||
7676,0|3050|00:00.0|NOT RESPOND||||||
7677,0|3052|25:07.3|RESPONSE||||||
7678,0|3052|40:15.1|RISK||||||
7679,0|3052|57:51.0|APPROVED|PLASTIC|49,0|18500,0|38,0||
7680,0|3052|25:43.5|DELIVERED|||||11560,0|3,0
7686,0|3053|25:31.3|RESPONSE||||||
7687,0|3053|12:45.3|RISK||||||
7688,0|3053|46:32.2|APPROVED|PLASTIC|36,0|20100,0|42,0||
7689,0|3053|19:44.7|DELIVERED|||||44620,0|1,0
7693,0|3054|00:00.0|NOT RESPOND||||||
7694,0|3055|00:00.0|NOT RESPOND||||||
7695,0|3056|00:00.0|NOT RESPOND||||||
7696,0|3061|00:00.0|NOT RESPOND||||||
7697,0|3063|25:52.9|RESPONSE||||||
7698,0|3063|22:41.8|RISK||||||
7699,0|3063|25:56.8|REJECTED|USAGE|||||
7700,0|3064|00:00.0|NOT RESPOND||||||
7701,0|3065|30:59.4|RESPONSE||||||
7702,0|3065|25:10.6|RISK||||||
7703,0|3065|47:48.9|APPROVED|DIGITAL|41,0|13000,0|38,0||
7708,0|3066|44:24.5|RESPONSE||||||
7709,0|3066|56:45.4|RISK||||||
7710,0|3066|28:59.0|APPROVED|PLASTIC|36,0|9000,0|43,0||
7711,0|3066|48:43.4|DELIVERED|||||64000,0|1,0
7716,0|3067|00:33.6|RESPONSE||||||
7717,0|3067|21:20.8|RISK||||||
7718,0|3067|44:36.1|REJECTED|USAGE|||||
7719,0|3069|42:54.4|RESPONSE||||||
7720,0|3069|48:28.1|RISK||||||
7721,0|3069|04:15.0|REJECTED|USAGE|||||
7722,0|3070|00:00.0|NOT RESPOND||||||
7723,0|3071|45:37.6|RESPONSE||||||
7724,0|3071|18:10.1|RISK||||||
7725,0|3071|35:08.1|APPROVED|PLASTIC|32,0|6600,0|39,0||
7726,0|3071|09:57.0|DELIVERED|||||53100,0|3,0
7728,0|3072|36:42.4|RESPONSE||||||
7729,0|3072|23:22.4|RISK||||||
7730,0|3072|28:14.3|APPROVED|DIGITAL|38,0|35300,0|47,0||
7735,0|3073|00:53.6|RESPONSE||||||
7736,0|3073|56:55.3|RISK||||||
7737,0|3073|03:13.9|APPROVED|PLASTIC|30,0|18700,0|33,0||
7738,0|3073|07:51.8|DELIVERED|||||53100,0|3,0
7744,0|3075|00:00.0|NOT RESPOND||||||
7745,0|3077|00:00.0|NOT RESPOND||||||
7746,0|3078|12:48.6|RESPONSE||||||
7747,0|3078|14:35.1|RISK||||||
7748,0|3078|05:47.2|REJECTED|MOP|||||
7749,0|3081|59:45.7|RESPONSE||||||
7750,0|3081|48:24.5|RISK||||||
7751,0|3081|21:00.1|APPROVED|DIGITAL|41,0|4200,0|30,0||
7753,0|3082|13:26.0|RESPONSE||||||
7754,0|3082|17:17.3|RISK||||||
7755,0|3082|10:26.0|APPROVED|PLASTIC|37,0|56500,0|43,0||
7756,0|3082|08:27.3|DELIVERED|||||44100,0|3,0
7762,0|3083|13:49.9|RESPONSE||||||
7763,0|3083|48:11.1|RISK||||||
7764,0|3083|00:22.2|APPROVED|PLASTIC|34,0|48100,0|41,0||
7765,0|3083|38:30.0|DELIVERED|||||44100,0|2,0
7771,0|3084|46:18.7|RESPONSE||||||
7772,0|3084|27:23.9|RISK||||||
7773,0|3084|57:44.6|REJECTED|INCOME|||||
7774,0|3085|45:18.2|RESPONSE||||||
7775,0|3085|38:29.1|RISK||||||
7776,0|3085|16:59.5|APPROVED|PLASTIC|37,0|3700,0|40,0||
7777,0|3085|54:30.0|DELIVERED|||||53100,0|1,0
7778,0|3087|54:43.9|RESPONSE||||||
7779,0|3087|47:27.0|RISK||||||
7780,0|3087|01:24.3|REJECTED|USAGE|||||
7781,0|3089|00:00.0|NOT RESPOND||||||
7782,0|3090|32:19.8|RESPONSE||||||
7783,0|3090|23:20.8|RISK||||||
7784,0|3090|13:27.6|APPROVED|PLASTIC|49,0|6400,0|32,0||
7785,0|3090|29:29.7|DELIVERED|||||44100,0|1,0
7787,0|3091|00:00.0|NOT RESPOND||||||
7788,0|3092|46:29.3|RESPONSE||||||
7789,0|3092|03:53.4|RISK||||||
7790,0|3092|39:25.3|APPROVED|DIGITAL|36,0|9000,0|32,0||
7796,0|3093|32:59.1|RESPONSE||||||
7797,0|3093|32:38.1|RISK||||||
7798,0|3093|40:55.3|APPROVED|PLASTIC|47,0|5000,0|37,0||
7799,0|3093|09:38.6|DELIVERED|||||44100,0|1,0
7802,0|3095|00:00.0|NOT RESPOND||||||
7803,0|3099|49:12.8|RESPONSE||||||
7804,0|3099|31:56.6|RISK||||||
7805,0|3099|49:01.5|APPROVED|PLASTIC|31,0|1900,0|34,0||
7806,0|3099|06:27.4|DELIVERED|||||44620,0|2,0
7808,0|3100|49:32.4|RESPONSE||||||
7809,0|3100|47:18.9|RISK||||||
7810,0|3100|19:43.1|APPROVED|PLASTIC|34,0|7100,0|46,0||
7811,0|3100|53:51.4|DELIVERED|||||44100,0|1,0
7813,0|3101|23:34.0|RESPONSE||||||
7814,0|3101|18:22.7|RISK||||||
7815,0|3101|30:44.7|APPROVED|DIGITAL|36,0|39100,0|32,0||
7819,0|3102|00:00.0|NOT RESPOND||||||
7820,0|3103|00:00.0|NOT RESPOND||||||
7821,0|3104|27:31.0|RESPONSE||||||
7822,0|3104|30:27.0|RISK||||||
7823,0|3104|27:55.0|REJECTED|INCOME|||||
7824,0|3105|43:02.9|RESPONSE||||||
7825,0|3105|00:39.2|RISK||||||
7826,0|3105|07:49.6|APPROVED|PLASTIC|30,0|7900,0|46,0||
7827,0|3105|14:37.3|DELIVERED|||||44620,0|2,0
7829,0|3106|59:19.2|RESPONSE||||||
7830,0|3106|52:07.1|RISK||||||
7831,0|3106|01:52.1|APPROVED|DIGITAL|30,0|9300,0|37,0||
7832,0|3107|09:58.0|RESPONSE||||||
7833,0|3107|05:32.5|RISK||||||
7834,0|3107|28:12.6|APPROVED|DIGITAL|42,0|59800,0|37,0||
7839,0|3114|46:56.4|RESPONSE||||||
7840,0|3114|10:41.4|RISK||||||
7841,0|3114|36:59.9|APPROVED|DIGITAL|30,0|6600,0|48,0||
7842,0|3115|00:00.0|NOT RESPOND||||||
7843,0|3117|59:15.4|RESPONSE||||||
7844,0|3117|11:47.0|RISK||||||
7845,0|3117|48:43.2|APPROVED|DIGITAL|34,0|6900,0|36,0||
7849,0|3118|00:00.0|NOT RESPOND||||||
7850,0|3119|46:50.3|RESPONSE||||||
7851,0|3119|26:45.4|RISK||||||
7852,0|3119|28:02.8|APPROVED|PLASTIC|35,0|25800,0|32,0||
7853,0|3119|41:10.6|DELIVERED|||||44100,0|3,0
7857,0|3120|00:00.0|NOT RESPOND||||||
7858,0|3121|00:00.0|NOT RESPOND||||||
7859,0|3122|33:04.8|RESPONSE||||||
7860,0|3122|07:53.1|RISK||||||
7861,0|3122|31:33.1|APPROVED|DIGITAL|34,0|6300,0|43,0||
7866,0|3126|21:25.1|RESPONSE||||||
7867,0|3126|57:54.9|RISK||||||
7868,0|3126|00:50.7|APPROVED|DIGITAL|31,0|10800,0|46,0||
7872,0|3127|22:41.8|RESPONSE||||||
7873,0|3127|45:25.5|RISK||||||
7874,0|3127|16:33.5|REJECTED|EMPTY|||||
7875,0|3128|00:00.0|NOT RESPOND||||||
7876,0|3129|00:00.0|NOT RESPOND||||||
7877,0|3130|26:20.6|RESPONSE||||||
7878,0|3130|14:12.2|RISK||||||
7879,0|3130|54:56.2|REJECTED|USAGE|||||
7880,0|3131|00:00.0|NOT RESPOND||||||
7881,0|3132|10:15.5|RESPONSE||||||
7882,0|3132|18:03.3|RISK||||||
7883,0|3132|12:47.1|REJECTED|EMPTY|||||
7884,0|3133|00:00.0|NOT RESPOND||||||
7885,0|3134|12:42.8|RESPONSE||||||
7886,0|3134|42:48.2|RISK||||||
7887,0|3134|07:17.8|APPROVED|PLASTIC|31,0|9100,0|36,0||
7888,0|3134|14:49.5|DELIVERED|||||53100,0|1,0
7893,0|3135|40:03.7|RESPONSE||||||
7894,0|3135|49:36.0|RISK||||||
7895,0|3135|45:49.6|APPROVED|DIGITAL|43,0|23700,0|30,0||
7898,0|3138|07:02.9|RESPONSE||||||
7899,0|3138|42:00.5|RISK||||||
7900,0|3138|12:42.4|REJECTED|USAGE|||||
7901,0|3139|45:58.0|RESPONSE||||||
7902,0|3139|53:45.4|RISK||||||
7903,0|3139|24:37.0|REJECTED|INCOME|||||
7904,0|3140|26:24.1|RESPONSE||||||
7905,0|3140|55:32.0|RISK||||||
7906,0|3140|46:39.8|REJECTED|MOP|||||
7907,0|3143|30:33.1|RESPONSE||||||
7908,0|3143|04:02.7|RISK||||||
7909,0|3143|03:01.1|APPROVED|PLASTIC|35,0|6500,0|44,0||
7910,0|3143|55:25.1|DELIVERED|||||11560,0|4,0
7916,0|3145|00:00.0|NOT RESPOND||||||
7917,0|3146|00:00.0|NOT RESPOND||||||
7918,0|3148|00:00.0|NOT RESPOND||||||
7919,0|3149|00:00.0|NOT RESPOND||||||
7920,0|3150|36:35.2|RESPONSE||||||
7921,0|3150|26:44.3|RISK||||||
7922,0|3150|54:27.2|REJECTED|USAGE|||||
7923,0|3151|00:00.0|NOT RESPOND||||||
7924,0|3156|31:34.0|RESPONSE||||||
7925,0|3156|24:04.3|RISK||||||
7926,0|3156|36:40.4|APPROVED|PLASTIC|30,0|1900,0|32,0||
7927,0|3156|14:20.7|DELIVERED|||||53100,0|1,0
7933,0|3159|16:07.1|RESPONSE||||||
7934,0|3159|27:32.1|RISK||||||
7935,0|3159|20:29.7|APPROVED|PLASTIC|33,0|16800,0|35,0||
7936,0|3159|54:09.6|DELIVERED|||||53100,0|1,0
7941,0|3160|52:27.1|RESPONSE||||||
7942,0|3160|13:31.0|RISK||||||
7943,0|3160|08:48.3|APPROVED|PLASTIC|36,0|10100,0|41,0||
7944,0|3160|29:04.2|DELIVERED|||||64000,0|2,0
7947,0|3162|00:00.0|NOT RESPOND||||||
7948,0|3164|49:41.9|RESPONSE||||||
7949,0|3164|51:02.2|RISK||||||
7950,0|3164|04:28.3|REJECTED|MOP|||||
7951,0|3165|16:07.8|RESPONSE||||||
7952,0|3165|23:12.4|RISK||||||
7953,0|3165|14:33.3|APPROVED|PLASTIC|37,0|5800,0|43,0||
7954,0|3165|55:55.0|DELIVERED|||||11560,0|2,0
7955,0|3166|24:57.4|RESPONSE||||||
7956,0|3166|54:21.8|RISK||||||
7957,0|3166|37:48.6|REJECTED|INCOME|||||
7958,0|3170|21:47.1|RESPONSE||||||
7959,0|3170|17:19.0|RISK||||||
7960,0|3170|15:07.2|REJECTED|USAGE|||||
7961,0|3171|00:00.0|NOT RESPOND||||||
7962,0|3174|34:59.6|RESPONSE||||||
7963,0|3174|31:22.8|RISK||||||
7964,0|3174|17:51.6|APPROVED|PLASTIC|35,0|700,0|35,0||
7965,0|3174|14:56.0|DELIVERED|||||44100,0|2,0
7967,0|3175|21:36.3|RESPONSE||||||
7968,0|3175|54:52.1|RISK||||||
7969,0|3175|51:41.3|APPROVED|DIGITAL|43,0|3000,0|34,0||
7974,0|3176|00:00.0|NOT RESPOND||||||
7975,0|3177|00:00.0|NOT RESPOND||||||
7976,0|3178|47:27.1|RESPONSE||||||
7977,0|3178|04:39.1|RISK||||||
7978,0|3178|10:17.6|REJECTED|MOP|||||
7979,0|3179|46:43.0|RESPONSE||||||
7980,0|3179|49:21.4|RISK||||||
7981,0|3179|11:59.8|APPROVED|PLASTIC|36,0|40900,0|35,0||
7982,0|3179|54:55.1|DELIVERED|||||53100,0|2,0
7987,0|3181|34:28.6|RESPONSE||||||
7988,0|3181|21:51.4|RISK||||||
7989,0|3181|07:07.5|APPROVED|DIGITAL|44,0|0,0|40,0||
7995,0|3183|30:22.8|RESPONSE||||||
7996,0|3183|30:16.3|RISK||||||
7997,0|3183|11:09.9|REJECTED|INCOME|||||
7998,0|3184|45:37.1|RESPONSE||||||
7999,0|3184|28:25.7|RISK||||||
8000,0|3184|06:50.9|APPROVED|PLASTIC|35,0|5400,0|48,0||
8001,0|3184|39:01.2|DELIVERED|||||53100,0|2,0
8007,0|3185|44:08.4|RESPONSE||||||
8008,0|3185|42:26.3|RISK||||||
8009,0|3185|07:24.1|REJECTED|EMPTY|||||
8010,0|3186|00:00.0|NOT RESPOND||||||
8011,0|3187|05:30.0|RESPONSE||||||
8012,0|3187|56:22.3|RISK||||||
8013,0|3187|49:28.3|APPROVED|PLASTIC|47,0|8100,0|45,0||
8014,0|3187|22:14.0|DELIVERED|||||44620,0|1,0
8017,0|3188|57:07.2|RESPONSE||||||
8018,0|3188|25:30.1|RISK||||||
8019,0|3188|01:48.6|APPROVED|PLASTIC|33,0|17500,0|32,0||
8020,0|3188|50:02.1|DELIVERED|||||11560,0|1,0
8025,0|3189|38:14.7|RESPONSE||||||
8026,0|3189|31:29.8|RISK||||||
8027,0|3189|18:19.9|REJECTED|USAGE|||||
8028,0|3190|27:01.6|RESPONSE||||||
8029,0|3190|20:58.2|RISK||||||
8030,0|3190|19:43.5|REJECTED|EMPTY|||||
8031,0|3191|31:36.0|RESPONSE||||||
8032,0|3191|02:21.8|RISK||||||
8033,0|3191|03:14.8|REJECTED|MOP|||||
8034,0|3193|39:18.2|RESPONSE||||||
8035,0|3193|15:21.3|RISK||||||
8036,0|3193|02:05.1|APPROVED|PLASTIC|30,0|28600,0|30,0||
8037,0|3193|34:37.7|DELIVERED|||||44100,0|4,0
8039,0|3194|48:08.2|RESPONSE||||||
8040,0|3194|23:48.4|RISK||||||
8041,0|3194|39:03.2|REJECTED|USAGE|||||
8042,0|3195|12:14.2|RESPONSE||||||
8043,0|3195|59:17.8|RISK||||||
8044,0|3195|58:22.9|REJECTED|INCOME|||||
8045,0|3198|14:58.4|RESPONSE||||||
8046,0|3198|02:04.3|RISK||||||
8047,0|3198|48:55.2|APPROVED|PLASTIC|34,0|22300,0|48,0||
8048,0|3198|06:19.2|DELIVERED|||||53100,0|3,0
8049,0|3199|00:00.0|NOT RESPOND||||||
8050,0|3200|16:21.1|RESPONSE||||||
8051,0|3200|45:23.1|RISK||||||
8052,0|3200|39:11.6|APPROVED|PLASTIC|36,0|4300,0|38,0||
8053,0|3200|55:54.9|DELIVERED|||||64000,0|3,0
8057,0|3202|00:00.0|NOT RESPOND||||||
8058,0|3204|00:00.0|NOT RESPOND||||||
8059,0|3205|27:24.1|RESPONSE||||||
8060,0|3205|47:54.1|RISK||||||
8061,0|3205|46:24.2|APPROVED|PLASTIC|35,0|38300,0|36,0||
8062,0|3205|43:24.6|DELIVERED|||||53100,0|3,0
8064,0|3207|29:04.7|RESPONSE||||||
8065,0|3207|59:24.0|RISK||||||
8066,0|3207|51:17.5|APPROVED|DIGITAL|46,0|13200,0|32,0||
8069,0|3208|15:19.7|RESPONSE||||||
8070,0|3208|41:00.6|RISK||||||
8071,0|3208|35:19.5|APPROVED|PLASTIC|39,0|16100,0|44,0||
8072,0|3208|24:29.2|DELIVERED|||||53100,0|2,0
8075,0|3210|00:00.0|NOT RESPOND||||||
8076,0|3213|00:00.0|NOT RESPOND||||||
8077,0|3214|00:00.0|NOT RESPOND||||||
8078,0|3215|00:00.0|NOT RESPOND||||||
8079,0|3217|51:58.1|RESPONSE||||||
8080,0|3217|07:05.2|RISK||||||
8081,0|3217|29:29.2|APPROVED|PLASTIC|47,0|12100,0|45,0||
8082,0|3217|31:28.0|DELIVERED|||||44100,0|4,0
8086,0|3218|14:29.0|RESPONSE||||||
8087,0|3218|52:58.5|RISK||||||
8088,0|3218|37:48.2|APPROVED|DIGITAL|49,0|4400,0|49,0||
8091,0|3219|00:40.7|RESPONSE||||||
8092,0|3219|30:45.8|RISK||||||
8093,0|3219|15:31.7|APPROVED|PLASTIC|48,0|27200,0|36,0||
8094,0|3219|16:01.8|DELIVERED|||||53100,0|2,0
8098,0|3220|00:00.0|NOT RESPOND||||||
8099,0|3222|00:00.0|NOT RESPOND||||||
8100,0|3223|55:27.5|RESPONSE||||||
8101,0|3223|12:59.5|RISK||||||
8102,0|3223|23:04.7|REJECTED|USAGE|||||
8103,0|3226|26:59.0|RESPONSE||||||
8104,0|3226|06:51.8|RISK||||||
8105,0|3226|28:42.2|APPROVED|PLASTIC|45,0|30900,0|47,0||
8106,0|3226|58:05.3|DELIVERED|||||64000,0|1,0
8112,0|3227|00:00.0|NOT RESPOND||||||
8113,0|3228|00:00.0|NOT RESPOND||||||
8114,0|3229|25:27.7|RESPONSE||||||
8115,0|3229|39:16.5|RISK||||||
8116,0|3229|56:38.4|APPROVED|PLASTIC|37,0|13800,0|36,0||
8117,0|3229|58:53.1|DELIVERED|||||44620,0|3,0
8119,0|3230|14:21.6|RESPONSE||||||
8120,0|3230|58:23.4|RISK||||||
8121,0|3230|52:58.1|REJECTED|MOP|||||
8122,0|3231|00:00.0|NOT RESPOND||||||
8123,0|3233|00:00.0|NOT RESPOND||||||
8124,0|3234|00:00.0|NOT RESPOND||||||
8125,0|3237|07:09.5|RESPONSE||||||
8126,0|3237|57:44.4|RISK||||||
8127,0|3237|16:32.8|APPROVED|PLASTIC|42,0|12200,0|48,0||
8128,0|3237|47:21.5|DELIVERED|||||44100,0|2,0
8131,0|3238|18:23.9|RESPONSE||||||
8132,0|3238|10:20.3|RISK||||||
8133,0|3238|18:07.2|APPROVED|DIGITAL|38,0|13900,0|42,0||
8138,0|3239|19:07.7|RESPONSE||||||
8139,0|3239|07:09.9|RISK||||||
8140,0|3239|27:37.9|REJECTED|USAGE|||||
8141,0|3241|43:46.4|RESPONSE||||||
8142,0|3241|45:09.6|RISK||||||
8143,0|3241|54:11.3|REJECTED|EMPTY|||||
8144,0|3243|06:15.8|RESPONSE||||||
8145,0|3243|57:28.3|RISK||||||
8146,0|3243|40:42.6|APPROVED|DIGITAL|47,0|16300,0|35,0||
8151,0|3244|22:26.0|RESPONSE||||||
8152,0|3244|42:38.6|RISK||||||
8153,0|3244|08:05.4|APPROVED|PLASTIC|45,0|1700,0|38,0||
8154,0|3244|04:43.0|DELIVERED|||||44100,0|3,0
8159,0|3245|00:00.0|NOT RESPOND||||||
8160,0|3246|00:00.0|NOT RESPOND||||||
8161,0|3247|45:09.5|RESPONSE||||||
8162,0|3247|34:36.9|RISK||||||
8163,0|3247|21:25.6|REJECTED|MOP|||||
8164,0|3248|21:41.7|RESPONSE||||||
8165,0|3248|15:14.1|RISK||||||
8166,0|3248|45:15.0|REJECTED|INCOME|||||
8167,0|3249|04:42.7|RESPONSE||||||
8168,0|3249|50:20.3|RISK||||||
8169,0|3249|37:57.3|APPROVED|DIGITAL|41,0|5200,0|30,0||
8175,0|3250|00:00.0|NOT RESPOND||||||
8176,0|3251|00:00.0|NOT RESPOND||||||
8177,0|3254|19:00.8|RESPONSE||||||
8178,0|3254|26:23.5|RISK||||||
8179,0|3254|02:25.3|APPROVED|PLASTIC|45,0|7500,0|42,0||
8180,0|3254|22:05.9|DELIVERED|||||53100,0|3,0
8186,0|3255|00:00.0|NOT RESPOND||||||
8187,0|3256|00:00.0|NOT RESPOND||||||
8188,0|3257|00:00.0|NOT RESPOND||||||
8189,0|3258|00:00.0|NOT RESPOND||||||
8190,0|3260|59:20.8|RESPONSE||||||
8191,0|3260|37:42.1|RISK||||||
8192,0|3260|50:02.5|REJECTED|USAGE|||||
8193,0|3262|00:00.0|NOT RESPOND||||||
8194,0|3264|18:29.3|RESPONSE||||||
8195,0|3264|41:46.8|RISK||||||
8196,0|3264|10:41.1|APPROVED|PLASTIC|47,0|31000,0|38,0||
8197,0|3264|07:21.3|DELIVERED|||||11560,0|2,0
8198,0|3268|00:00.0|NOT RESPOND||||||
8199,0|3270|00:00.0|NOT RESPOND||||||
8200,0|3271|03:25.1|RESPONSE||||||
8201,0|3271|57:54.5|RISK||||||
8202,0|3271|00:38.8|APPROVED|PLASTIC|47,0|79700,0|40,0||
8203,0|3271|33:47.0|DELIVERED|||||53100,0|2,0
8209,0|3273|58:51.4|RESPONSE||||||
8210,0|3273|04:34.4|RISK||||||
8211,0|3273|23:30.9|REJECTED|INCOME|||||
8212,0|3274|23:00.8|RESPONSE||||||
8213,0|3274|00:45.7|RISK||||||
8214,0|3274|11:49.2|REJECTED|EMPTY|||||
8215,0|3275|44:10.0|RESPONSE||||||
8216,0|3275|39:46.8|RISK||||||
8217,0|3275|32:44.5|APPROVED|PLASTIC|48,0|25100,0|33,0||
8218,0|3275|50:09.5|DELIVERED|||||11560,0|2,0
8221,0|3276|43:12.8|RESPONSE||||||
8222,0|3276|19:23.4|RISK||||||
8223,0|3276|05:01.6|APPROVED|DIGITAL|40,0|7000,0|36,0||
8224,0|3277|20:44.6|RESPONSE||||||
8225,0|3277|35:01.7|RISK||||||
8226,0|3277|54:09.3|REJECTED|USAGE|||||
8227,0|3279|46:06.7|RESPONSE||||||
8228,0|3279|31:45.8|RISK||||||
8229,0|3279|44:02.0|REJECTED|INCOME|||||
8230,0|3280|34:13.7|RESPONSE||||||
8231,0|3280|58:40.4|RISK||||||
8232,0|3280|13:49.4|APPROVED|PLASTIC|49,0|4000,0|45,0||
8233,0|3280|33:43.0|DELIVERED|||||64000,0|1,0
8238,0|3281|13:44.0|RESPONSE||||||
8239,0|3281|37:49.3|RISK||||||
8240,0|3281|16:20.7|REJECTED|USAGE|||||
8241,0|3282|46:08.9|RESPONSE||||||
8242,0|3282|24:42.2|RISK||||||
8243,0|3282|18:57.9|REJECTED|EMPTY|||||
8244,0|3283|36:59.4|RESPONSE||||||
8245,0|3283|14:05.5|RISK||||||
8246,0|3283|56:59.6|APPROVED|PLASTIC|40,0|6400,0|47,0||
8247,0|3283|37:27.6|DELIVERED|||||64000,0|2,0
8251,0|3286|00:00.0|NOT RESPOND||||||
8252,0|3287|31:49.6|RESPONSE||||||
8253,0|3287|11:52.8|RISK||||||
8254,0|3287|59:29.1|REJECTED|MOP|||||
8255,0|3289|00:00.0|NOT RESPOND||||||
8256,0|3290|43:58.8|RESPONSE||||||
8257,0|3290|50:06.8|RISK||||||
8258,0|3290|27:08.0|REJECTED|USAGE|||||
8259,0|3292|58:08.2|RESPONSE||||||
8260,0|3292|04:00.4|RISK||||||
8261,0|3292|13:59.7|REJECTED|MOP|||||
8262,0|3293|02:21.0|RESPONSE||||||
8263,0|3293|54:55.8|RISK||||||
8264,0|3293|53:36.8|APPROVED|PLASTIC|46,0|4700,0|47,0||
8265,0|3293|47:05.3|DELIVERED|||||53100,0|1,0
8270,0|3294|31:47.2|RESPONSE||||||
8271,0|3294|58:14.3|RISK||||||
8272,0|3294|27:02.6|APPROVED|PLASTIC|43,0|300,0|41,0||
8273,0|3294|16:22.1|DELIVERED|||||64000,0|4,0
8276,0|3295|09:02.1|RESPONSE||||||
8277,0|3295|03:05.6|RISK||||||
8278,0|3295|07:44.9|REJECTED|EMPTY|||||
8279,0|3297|09:35.2|RESPONSE||||||
8280,0|3297|39:46.5|RISK||||||
8281,0|3297|14:41.1|REJECTED|EMPTY|||||
8282,0|3298|17:45.0|RESPONSE||||||
8283,0|3298|19:23.1|RISK||||||
8284,0|3298|43:00.7|APPROVED|DIGITAL|42,0|19600,0|35,0||
8287,0|3300|00:00.0|NOT RESPOND||||||
8288,0|3301|58:53.7|RESPONSE||||||
8289,0|3301|41:23.4|RISK||||||
8290,0|3301|46:46.4|APPROVED|DIGITAL|36,0|1500,0|33,0||
8295,0|3302|26:29.6|RESPONSE||||||
8296,0|3302|40:47.6|RISK||||||
8297,0|3302|33:12.6|APPROVED|PLASTIC|41,0|700,0|34,0||
8298,0|3302|27:58.6|DELIVERED|||||11560,0|2,0
